D1S1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17478,1243,1000,4523,10712,222,206,171,500,200,200,1000,230,208,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,454,425,1600,3000,1000
7,"0,00011443","0,000402253",,"0,000221092","0,0000466766",,,,,,,,,,,,,,,,,"0,000239923",,,,,,"0,000682128",,,,"0,000333333",
8,"0,000171644",,"0,0005","0,000331638","0,0000933532",,,,,,,"0,0005",,,"0,00127389",,,,,,,,,,,,,,,,,"0,0005",
9,"0,000944044","0,00241352","0,0015","0,00221092","0,000186706",,,,,,,"0,0015",,,,"0,00240385",,,"0,00107643","0,00588235",,,,,"0,0181644",,,,,,"0,0003125","0,000166667",
10,"0,000572148","0,00281577","0,0015","0,00055273","0,000233383",,,,,,,"0,0015",,,,,,,,"0,00196078",,"0,00071977",,,,,"0,00110254","0,00341064",,,,"0,000333333","0,0015"
11,"0,0065797","0,0442478","0,013","0,00386911","0,00275392","0,00225225",,"0,00292398","0,001","0,005",,"0,013","0,00217391","0,00240385","0,00636943",,"0,00223214",,"0,00376749","0,0637255",,"0,00263916","0,0049505","0,00242718","0,00860421",,"0,00330761","0,0306958","0,00330396","0,00705882","0,0015625","0,00383333","0,0015"
12,"0,042482","0,0949316","0,0885","0,046761","0,0302931","0,027027","0,0194175","0,0555556","0,034","0,0325","0,025","0,0885","0,0130435","0,0384615","0,0286624","0,0168269","0,015625","0,0328947","0,0236814","0,133333","0,02","0,0355086","0,029703","0,0242718","0,0372849","0,0303644","0,0248071","0,0682128","0,0440529","0,0270588","0,0334375","0,0431667","0,0625"
13,"0,285101","0,246581","0,2475","0,312072","0,281693","0,292793","0,274272","0,233918","0,245","0,2175","0,315","0,2475","0,317391","0,290865","0,292357","0,199519","0,167411","0,351974","0,261572","0,257843","0,2425","0,315979","0,319307","0,225728","0,167304","0,212551","0,245865","0,238745","0,305066","0,301176","0,296875","0,333833","0,3225"
14,"0,29437","0,288817","0,309","0,251603","0,311706","0,29955","0,342233","0,312865","0,28","0,2925","0,305","0,309","0,326087","0,266827","0,314013","0,362981","0,381696","0,302632","0,325081","0,280392","0,2575","0,307102","0,311881","0,368932","0,362333","0,321862","0,316428","0,294679","0,290749","0,309412","0,310312","0,228833","0,262"
15,"0,213783","0,173371","0,214","0,244528","0,205471","0,225225","0,194175","0,233918","0,238","0,215","0,1925","0,214","0,204348","0,228365","0,202548","0,230769","0,234375","0,134868","0,203445","0,156863","0,2575","0,196497","0,153465","0,225728","0,25717","0,242915","0,210033","0,184857","0,199339","0,207059","0,199375","0,247167","0,23"
16,"0,123241","0,11786","0,0995","0,106677","0,133075","0,130631","0,140777","0,108187","0,154","0,1875","0,1375","0,0995","0,0934783","0,134615","0,120382","0,132212","0,140625","0,146382","0,146932","0,0803922","0,1775","0,117322","0,136139","0,135922","0,105163","0,119433","0,164829","0,143929","0,134361","0,12","0,122813","0,111667","0,0925"
17,"0,0299519","0,0273532","0,024","0,0279682","0,0316468","0,0225225","0,0218447","0,0497076","0,045","0,05","0,02","0,024","0,0413043","0,0360577","0,033121","0,0552885","0,0513393","0,0279605","0,032831","0,0186275","0,0375","0,0203935","0,0321782","0,0145631","0,043021","0,0647773","0,0319735","0,0334243","0,0209251","0,0270588","0,03375","0,0276667","0,021"
18,"0,00251745","0,00120676","0,001","0,00320584","0,00252054",,"0,00728155","0,00292398","0,003",,"0,005","0,001","0,00217391","0,00240385","0,00127389",,"0,00446429","0,00164474","0,00161464","0,000980392","0,005","0,00335893","0,0123762",,"0,000956023","0,00809717","0,0016538","0,00136426","0,00220264","0,00117647","0,00125","0,0025","0,0065"
19,"0,000171644",,,,"0,00028006",,,,,,,,,,,,"0,00223214","0,00164474",,,"0,0025","0,000239923",,"0,00242718",,,,,,,"0,0003125",,
D10S2325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Europe,ITALY,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2125,2125,929,1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"0,000235294","0,000235294",,"0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"0,00211765","0,00211765","0,00376749","0,00083612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"0,174824","0,174824","0,178149","0,172241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"0,056","0,056","0,0511302","0,0597826",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"0,088","0,088","0,083423","0,0915552",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"0,141882","0,141882","0,151776","0,134197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10,2","0,000235294","0,000235294",,"0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,163294","0,163294","0,177072","0,152592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"0,166118","0,166118","0,159311","0,171405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12,2","0,000705882","0,000705882",,"0,00125418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"0,116941","0,116941","0,0995694","0,130435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,2","0,000235294","0,000235294",,"0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,0590588","0,0590588","0,0678149","0,0522575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,0232941","0,0232941","0,0204521","0,0255017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,00541176","0,00541176","0,00645856","0,00459866",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"0,000941176","0,000941176","0,000538213","0,00125418",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"0,000470588","0,000470588","0,000538213","0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"0,000235294","0,000235294",,"0,00041806",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D11S2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,002","0,002","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,016","0,016","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"0,048","0,048","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"0,143","0,143","0,143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"0,241","0,241","0,241",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"0,266","0,266","0,266",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"0,206","0,206","0,206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"0,059","0,059","0,059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"0,016","0,016","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"0,002","0,002","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D12S391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17479,1243,1000,4523,10713,222,206,171,500,200,200,1000,230,208,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,455,425,1600,3000,1000
13,"0,0000286058",,"0,0005",,,,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,
14,"0,000457692","0,00241352","0,001","0,000331638","0,000233361",,,"0,00584795",,,,"0,001",,,,,"0,00223214",,,"0,00588235","0,0025","0,000239923",,,"0,00191205",,,,,,,"0,000166667",
15,"0,0373877","0,0711987","0,068","0,0122706","0,0412116","0,027027","0,0558252","0,0467836","0,033","0,035","0,0525","0,068","0,0673913","0,0552885","0,0401274","0,0384615","0,0379464","0,0246711","0,0446717","0,0941176","0,0375","0,0415067","0,0346535","0,0291262","0,0248566","0,0263158","0,0402426","0,0552524","0,043956","0,0517647","0,04125","0,00983333","0,013"
"15,1","0,0000572115",,"0,001",,,,,,,,,"0,001",,,,,,,,,,,,,,,,,,,,,
16,"0,0272041","0,0679807","0,048","0,00541676","0,0297302","0,0337838","0,026699","0,0321637","0,033","0,0125","0,035","0,048","0,0369565","0,0240385","0,0292994","0,0408654","0,0245536","0,0213816","0,022605","0,0970588","0,0325","0,037428","0,0321782","0,0291262","0,0114723","0,0161943","0,0330761","0,047749","0,0362637","0,0188235","0,0253125","0,00483333","0,004"
"16,3","0,0000858173",,,,"0,000140017",,,,,,,,,,"0,000636943",,,,,,,"0,000239923",,,,,"0,000551268",,,,,,
17,"0,10238","0,149236","0,126","0,0834623","0,102726","0,103604","0,0776699","0,0964912","0,083","0,105","0,125","0,126","0,130435","0,115385","0,0974522","0,0793269","0,118304","0,120066","0,103337","0,17451","0,0775","0,100528","0,121287","0,118932","0,109943","0,111336","0,0975744","0,131651","0,0879121","0,109412","0,109375","0,0851667","0,0645"
"17,1","0,000286058","0,000804505","0,004",,,,,,,,,"0,004",,,,,,,,"0,00196078",,,,,,,,,,,,,
"17,3","0,0129298","0,00643604","0,01","0,000663277","0,0191356","0,018018","0,0145631","0,0175439","0,011","0,015","0,02","0,01","0,023913","0,0288462","0,0146497","0,00961538","0,0133929","0,0180921","0,01507","0,000980392","0,0025","0,0227927","0,00742574","0,0121359",,"0,0222672","0,014333","0,0102319","0,0263736","0,0247059","0,02625","0,000666667","0,001"
18,"0,190915","0,235318","0,2375","0,185828","0,183562","0,202703","0,208738","0,184211","0,172","0,1775","0,1875","0,2375","0,241304","0,168269","0,189809","0,182692","0,174107","0,169408","0,18084","0,25098","0,215","0,175384","0,175743","0,17233","0,14914","0,216599","0,189085","0,22442","0,184615","0,189412","0,176875","0,191167","0,189"
"18,1","0,0000286058","0,000402253",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,,,,,,
"18,2","0,0000286058",,,,"0,0000466723",,,,"0,001",,,,,,,,,,,,,,,,,,,,,,,,
"18,3","0,0141312","0,00120676","0,0155","0,000884369","0,0210959","0,0202703","0,0218447","0,0233918","0,018","0,0125","0,0175","0,0155","0,00434783","0,0192308","0,0178344","0,03125","0,0133929","0,0279605","0,032831",,"0,03","0,0220729","0,00990099","0,00728155","0,00382409","0,0161943","0,0104741","0,00204638","0,0516484","0,00823529","0,0215625","0,000333333","0,001"
19,"0,135505","0,135961","0,132","0,191687","0,11206","0,126126","0,133495","0,119883","0,134","0,1125","0,1025","0,132","0,158696","0,117788","0,103822","0,105769","0,111607","0,101974","0,114639","0,137255","0,1175","0,103167","0,116337","0,118932","0,132887","0,11336","0,106395","0,135061","0,123077","0,109412","0,10875","0,1975","0,205"
"19,1","0,000486298","0,00402253","0,0035",,,,,,,,,"0,0035",,,,,,,,"0,00490196",,,,,,,,"0,00341064",,,,,
"19,2","0,000143029","0,000402253",,"0,000221092","0,0000933445",,,,,,,,,,,,,,"0,00107643",,,,,,,,,"0,000682128",,,,"0,000333333",
"19,3","0,00715144","0,00160901","0,006","0,000773823","0,0105946","0,0045045","0,0218447","0,0204678","0,01","0,0025","0,01","0,006","0,00434783","0,00961538","0,00764331","0,0192308","0,0111607","0,00657895","0,0134553",,"0,0225","0,00983685","0,0049505","0,0121359","0,00478011","0,00404858","0,00882029","0,00272851","0,0230769","0,00235294","0,01125","0,000166667","0,0005"
20,"0,130499","0,0957361","0,1245","0,168693","0,118968","0,108108","0,0970874","0,116959","0,13","0,1175","0,1275","0,1245","0,0956522","0,110577","0,130573","0,0961538","0,15625","0,121711","0,115716","0,0696078","0,0975","0,120681","0,0965347","0,128641","0,100382","0,123482","0,121279","0,113915","0,10989","0,114118","0,120938","0,175167","0,185"
"20,2","0,0000572115",,,,"0,0000933445",,,,,,,,,,,,,,,,,"0,000239923",,,,"0,00202429",,,,,,,
"20,3","0,000972596",,"0,0005",,"0,00154018","0,00225225",,,"0,004","0,0025","0,0025","0,0005",,,"0,00382166",,,,"0,000538213",,"0,005","0,000479846",,"0,00485437",,,"0,00275634",,,,"0,0025",,
21,"0,114023","0,076428","0,077","0,123701","0,117754","0,130631","0,126214","0,114035","0,111","0,145","0,0975","0,077","0,0543478","0,129808","0,107643","0,115385","0,111607","0,131579","0,127018","0,054902","0,09","0,130998","0,0717822","0,131068","0,0889101","0,107287","0,114664","0,0914052","0,0857143","0,116471","0,125312","0,1275","0,1305"
"21,3","0,000171635",,,,"0,000280034",,,,,"0,0025",,,,,,"0,00240385",,,,,,,,,,"0,00202429","0,000551268",,"0,0010989",,"0,0003125",,
22,"0,100606","0,0502816","0,075","0,106124","0,106506","0,0900901","0,0849515","0,102339","0,132","0,1025","0,0775","0,075","0,0673913","0,09375","0,113376","0,112981","0,109375","0,125","0,104952","0,0313725","0,1125","0,101248","0,126238","0,116505","0,123327","0,111336","0,12624","0,0634379","0,0945055","0,116471","0,099375","0,1035","0,105"
"22,3","0,000114423",,,,"0,000186689",,,,,,,,,"0,00240385",,,"0,00223214",,"0,000538213",,,,,,,,,,,,"0,0003125",,
23,"0,0759197","0,0530973","0,042","0,0717444","0,0834967","0,0990991","0,0582524","0,0818713","0,078","0,1075","0,0725","0,042","0,0869565","0,0889423","0,0910828","0,108173","0,0714286","0,0625","0,0721206","0,0441176","0,095","0,075096","0,118812","0,0533981","0,139579","0,105263","0,0981257","0,0593452","0,0868132","0,0882353","0,0840625","0,063","0,0625"
24,"0,0294353","0,0269509","0,0125","0,0258678","0,0328106","0,018018","0,0509709","0,0263158","0,033","0,0375","0,05","0,0125","0,0195652","0,0120192","0,0363057","0,03125","0,03125","0,0460526","0,0344456","0,0147059","0,03","0,0369482","0,0544554","0,038835","0,0573614","0,0161943","0,022602","0,0354707","0,0252747","0,0376471","0,0309375","0,0226667","0,019"
"24,2","0,0000286058","0,000402253",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,,,,,,
25,"0,0142171","0,0116653","0,011","0,0169136","0,013675","0,0157658","0,0194175","0,00584795","0,012","0,0125","0,015","0,011","0,00652174","0,0192308","0,0133758","0,0240385","0,00669643","0,0164474","0,0134553","0,00980392","0,0275","0,015595","0,0222772","0,0194175","0,041109","0,00404858","0,0115766","0,0129604","0,0164835","0,00823529","0,0109375","0,0131667","0,0155"
"25,2","0,0000286058","0,000402253",,,,,,,,,,,,,,,,,,"0,000980392",,,,,,,,,,,,,
26,"0,00357572","0,00563154","0,0035","0,00420075","0,00308037",,"0,00242718","0,00292398","0,005",,"0,005","0,0035",,"0,00480769","0,00191083","0,00240385","0,00223214","0,00328947","0,00269107","0,00392157","0,005","0,00359885","0,00742574","0,00485437","0,00669216","0,00202429","0,0016538","0,00682128","0,0021978","0,00352941","0,00375","0,00383333","0,004"
27,"0,00102981","0,00241352","0,001","0,00121601","0,000793429",,,"0,00292398",,,,"0,001","0,00217391",,"0,000636943",,"0,00223214","0,00328947",,"0,000980392",,"0,00143954",,"0,00242718","0,00382409",,,"0,00341064","0,0010989","0,00117647","0,000625","0,001","0,0005"
28,"0,0000858173",,,,"0,000140017",,,,,,"0,0025",,,,,,,,,,,"0,000239923",,,,,,,,,"0,0003125",,
29,"0,0000286058",,,,"0,0000466723",,,,,,,,,,,,,,,,,"0,000239923",,,,,,,,,,,
D13S317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,CROATIA,DOMINICAN REPUBLIC,GERMANY,ITALY,KENYA,NETHERLANDS,SAUDI ARABIA,SLOVENIA,SOUTH AFRICA,SWITZERLAND,THAILAND,VIETNAM,,,,,,,,,,,,,,,,
,12796,1243,1000,4523,6030,500,1000,619,929,510,2084,523,700,733,1198,3000,1000,,,,,,,,,,,,,,,,
6,"0,000195374",,,"0,000442184","0,0000829187",,,,"0,000538213",,,,,,,"0,000666667",,,,,,,,,,,,,,,,,
7,"0,00132854","0,000804505",,"0,00265311","0,00066335",,,"0,000807754",,,"0,00143954","0,000956023",,"0,00136426","0,000417362","0,0035","0,001",,,,,,,,,,,,,,,,
8,"0,17314","0,0792438","0,0715","0,292616","0,119735","0,11","0,0715","0,126817","0,127018","0,0431373","0,109645","0,105163","0,127857","0,104366","0,127295","0,319333","0,3105",,,,,,,,,,,,,,,,
9,"0,0892857","0,0410298","0,057","0,123369","0,0790216","0,088","0,057","0,0799677","0,080732","0,022549","0,0741363","0,0325048","0,0935714","0,0538881","0,0734558","0,1325","0,1435",,,,,,,,,,,,,,,,
10,"0,0802595","0,041432","0,0355","0,124364","0,0626036","0,053","0,0355","0,0613893","0,0635091","0,0303922","0,0659789","0,0621415","0,0585714","0,0491132","0,0630217","0,132667","0,132",,,,,,,,,,,,,,,,
"10,1","0,0000781494",,,,"0,000165837",,,,,,,,,,"0,000834725",,,,,,,,,,,,,,,,,,
11,"0,276805","0,298471","0,254","0,227393","0,313184","0,367","0,254","0,324717","0,296017","0,292157","0,296545","0,255258","0,355","0,302865","0,302588","0,226667","0,215",,,,,,,,,,,,,,,,
"11,3","0,0000390747","0,000402253",,,,,,,,"0,000980392",,,,,,,,,,,,,,,,,,,,,,,
12,"0,2559","0,343121","0,3885","0,16405","0,284826","0,276","0,3885","0,279483","0,291712","0,393137","0,293906","0,3413","0,24","0,308322","0,296327","0,137833","0,15",,,,,,,,,,,,,,,,
13,"0,0879572","0,134352","0,1305","0,0496352","0,100083","0,068","0,1305","0,095315","0,103875","0,152941","0,112044","0,147228","0,0935714","0,121419","0,0959933","0,036","0,0395",,,,,,,,,,,,,,,,
14,"0,0341513","0,0595334","0,063","0,0148132","0,0386401","0,036","0,063","0,0315024","0,0344456","0,0637255","0,0455854","0,0544933","0,0307143","0,0566166","0,0392321","0,01","0,0085",,,,,,,,,,,,,,,,
15,"0,000781494","0,00120676",,"0,000663277","0,000912106","0,002",,,"0,00161464","0,000980392","0,00071977","0,000956023","0,000714286","0,00136426","0,000834725","0,000833333",,,,,,,,,,,,,,,,,
16,"0,0000781494","0,000402253",,,"0,0000829187",,,,"0,000538213",,,,,"0,000682128",,,,,,,,,,,,,,,,,,,
D13S325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,004","0,004","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"0,012","0,012","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"0,045","0,045","0,045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"0,167","0,167","0,167",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"0,308","0,308","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,"0,231","0,231","0,231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"0,141","0,141","0,141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,"0,071","0,071","0,071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"0,017","0,017","0,017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,"0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26,3","0,002","0,002","0,002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27,3","0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D14S1434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"0,29","0,29","0,29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,036","0,036","0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"0,018","0,018","0,018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"0,261","0,261","0,261",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,384","0,384","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,006","0,006","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,004","0,004","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D15S659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,500,500,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"0,001","0,001","0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,"0,003","0,003","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,"0,006","0,006","0,006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,"0,037","0,037","0,037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,222","0,222","0,222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"0,163","0,163","0,163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,"0,059","0,059","0,059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,037","0,037","0,037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,207","0,207","0,207",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,"0,18","0,18","0,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,"0,061","0,061","0,061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"0,021","0,021","0,021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,"0,003","0,003","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D16S539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17478,1243,1000,4523,10712,222,206,171,500,200,200,1000,230,208,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,454,425,1600,3000,1000
5,"0,0000286074",,"0,0005",,,,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,
6,"0,0000286074",,,,"0,0000466766",,,,,,,,,,,,,,,,,,"0,00247525",,,,,,,,,,
7,"0,0000286074",,,,"0,0000466766",,,,,,,,,,,,,,,,,"0,000239923",,,,,,,,,,,
8,"0,0177938","0,0341915","0,03","0,0118284","0,0172704","0,00900901","0,026699","0,00292398","0,016","0,0075","0,01","0,03","0,00217391","0,0168269","0,0203822","0,03125","0,0223214","0,0115132","0,025296","0,0313725","0,01","0,0167946","0,00990099","0,00485437","0,0305927","0,00809717","0,014333","0,0361528","0,0209251","0,00941176","0,0240625","0,011","0,0045"
9,"0,145125","0,181014","0,2075","0,185939","0,117905","0,0810811","0,0898058","0,0760234","0,116","0,1","0,1325","0,2075","0,106522","0,122596","0,119745","0,122596","0,100446","0,09375","0,131862","0,210784","0,115","0,129319","0,141089","0,065534","0,112811","0,137652","0,118523","0,1603","0,0991189","0,12","0,12125","0,188","0,218"
10,"0,0792139","0,104586","0,097","0,120164","0,0573189","0,0427928","0,0509709","0,0672515","0,048","0,07","0,0525","0,097","0,073913","0,0384615","0,0464968","0,0697115","0,0491071","0,0723684","0,0543595","0,0990196","0,05","0,0652591","0,0371287","0,0315534","0,128107","0,0728745","0,0584344","0,108458","0,0473568","0,0411765","0,0653125","0,121833","0,111"
11,"0,301293","0,303701","0,2935","0,2935","0,305032","0,292793","0,332524","0,312865","0,284","0,2925","0,3025","0,2935","0,297826","0,317308","0,287261","0,307692","0,296875","0,320724","0,318084","0,289216","0,31","0,321737","0,294554","0,276699","0,359465","0,285425","0,27839","0,313779","0,300661","0,3","0,3125","0,283667","0,2885"
12,"0,277349","0,224859","0,221","0,258125","0,296817","0,34009","0,271845","0,356725","0,329","0,3225","0,2725","0,221","0,332609","0,300481","0,307643","0,293269","0,305804","0,297697","0,2831","0,232353","0,2925","0,264395","0,294554","0,354369","0,212237","0,287449","0,329658","0,219645","0,313877","0,316471","0,281875","0,267","0,2555"
"12,1","0,0000286074",,,,"0,0000466766",,"0,00242718",,,,,,,,,,,,,,,,,,,,,,,,,,
"12,2","0,0000286074",,,,"0,0000466766",,,,,,,,,,,,,,,,,,,,,,,,"0,00110132",,,,
13,"0,154423","0,131134","0,1285","0,112204","0,177371","0,207207","0,199029","0,163743","0,173","0,1825","0,2","0,1285","0,16087","0,1875","0,188535","0,151442","0,183036","0,169408","0,163079","0,128431","0,1825","0,179223","0,178218","0,218447","0,136711","0,180162","0,172547","0,133015","0,190529","0,175294","0,168437","0,111333","0,102"
"13,3","0,0000286074",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,"0,000956023",,,,,,,,
14,"0,0233722","0,0197104","0,0215","0,0171346","0,0266057","0,027027","0,0242718","0,0204678","0,031","0,0225","0,03","0,0215","0,026087","0,0120192","0,0280255","0,0240385","0,0424107","0,0345395","0,022605","0,00784314","0,04","0,0225528","0,039604","0,0436893","0,0172084","0,0283401","0,0242558","0,0279673","0,0231278","0,0352941","0,0259375","0,0165","0,019"
15,"0,00120151","0,000804505","0,0005","0,000994915","0,0014003",,"0,00242718",,"0,003","0,0025",,"0,0005",,"0,00480769","0,00191083",,,,"0,00161464","0,000980392",,"0,000239923","0,00247525","0,00485437","0,00191205",,"0,00385888","0,000682128","0,00330396","0,00235294","0,0003125","0,000666667","0,0015"
16,"0,0000572148",,,,"0,0000933532",,,,,,,,,,,,,,,,,"0,000239923",,,,,,,,,"0,0003125",,
D17S1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Asia,SAUDI ARABIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
