D1S1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
"8,4","0,0000824538",,"0,0005",,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
9,"0,218997","0,171","0,3175","0,20657","0,171","0,216172","0,186848","0,208733","0,208264","0,3175",,,,,,,,,,,,,,,,,,,,,,,
10,"0,117909","0,1385","0,15","0,104946","0,1385","0,140264","0,114823","0,0990883","0,102254","0,15",,,,,,,,,,,,,,,,,,,,,,,
"10,3","0,0000824538","0,0005",,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,144706","0,1535","0,126","0,147146","0,1535","0,148515","0,188935","0,136276","0,148998","0,126",,,,,,,,,,,,,,,,,,,,,,,
"11,2","0,000494723",,"0,003",,,,,,,"0,003",,,,,,,,,,,,,,,,,,,,,,,
12,"0,197394","0,16","0,1415","0,220349","0,16","0,193069","0,172234","0,232246","0,225793","0,1415",,,,,,,,,,,,,,,,,,,,,,,
13,"0,175462","0,131","0,088","0,207923","0,131","0,19967","0,2119","0,212092","0,201169","0,088",,,,,,,,,,,,,,,,,,,,,,,
"13,4","0,000412269",,,"0,000615157",,,,"0,00119962",,,,,,,,,,,,,,,,,,,,,,,,,
14,"0,0616755","0,0445","0,0425","0,0706201","0,0445","0,0643564","0,0772443","0,0674184","0,0751252","0,0425",,,,,,,,,,,,,,,,,,,,,,,
"14,1","0,000329815",,,"0,000492126",,,,"0,000959693",,,,,,,,,,,,,,,,,,,,,,,,,
15,"0,0135224","0,0155","0,0125","0,0132874","0,0155","0,0132013","0,0240084","0,00983685","0,015025","0,0125",,,,,,,,,,,,,,,,,,,,,,,
16,"0,00255607","0,001","0,0035","0,00270669","0,001",,"0,00417537","0,003119","0,00208681","0,0035",,,,,,,,,,,,,,,,,,,,,,,
17,"0,0000824538",,,"0,000123031",,,,"0,000239923",,,,,,,,,,,,,,,,,,,,,,,,,
18,"0,000164908",,"0,0005","0,000123031",,,,"0,000239923",,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
19,"0,0000824538",,"0,0005",,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
Penta E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,America,Asia,Europe,DOMINICAN REPUBLIC,GERMANY,ITALY,NETHERLANDS,SWITZERLAND,VIETNAM,,,,,,,,,,,,,,,,,,,,,,,
,6064,1000,1000,4064,1000,303,479,2084,1198,1000,,,,,,,,,,,,,,,,,,,,,,,
1,"0,0000824538","0,0005",,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"0,0702507","0,079","0,049","0,0733268","0,079","0,0544554","0,0668058","0,0714971","0,0838898","0,049",,,,,,,,,,,,,,,,,,,,,,,
6,"0,000989446",,"0,0005","0,00135335",,,,"0,00239923","0,000417362","0,0005",,,,,,,,,,,,,,,,,,,,,,,
7,"0,128216","0,1105","0,006","0,162648","0,1105","0,173267","0,141962","0,170585","0,154424","0,006",,,,,,,,,,,,,,,,,,,,,,,
8,"0,0245712","0,099","0,002","0,011811","0,099","0,0115512","0,0187891","0,0103167","0,0116861","0,002",,,,,,,,,,,,,,,,,,,,,,,
"8,1","0,0000824538",,"0,0005",,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
9,"0,0126979","0,022","0,012","0,0105807","0,022","0,00825083","0,0125261","0,0105566","0,0104341","0,012",,,,,,,,,,,,,,,,,,,,,,,
10,"0,0800627","0,077","0,048","0,0887057","0,077","0,113861","0,0876827","0,0880518","0,0838898","0,048",,,,,,,,,,,,,,,,,,,,,,,
11,"0,130277","0,0785","0,261","0,110851","0,0785","0,118812","0,128392","0,0954894","0,128548","0,261",,,,,,,,,,,,,,,,,,,,,,,
12,"0,178677","0,154","0,1155","0,200295","0,154","0,181518","0,212944","0,197697","0,204508","0,1155",,,,,,,,,,,,,,,,,,,,,,,
13,"0,096471","0,115","0,059","0,101132","0,115","0,108911","0,111691","0,09381","0,107679","0,059",,,,,,,,,,,,,,,,,,,,,,,
14,"0,0574703","0,0535","0,0765","0,0537648","0,0535","0,0429043","0,0532359","0,0614203","0,0434057","0,0765",,,,,,,,,,,,,,,,,,,,,,,
15,"0,0549142","0,066","0,066","0,0494587","0,066","0,049505","0,0427975","0,0503839","0,0505008","0,066",,,,,,,,,,,,,,,,,,,,,,,
16,"0,0496372","0,045","0,065","0,046998","0,045","0,0462046","0,0375783","0,0523033","0,0417362","0,065",,,,,,,,,,,,,,,,,,,,,,,
"16,4","0,0000824538",,"0,0005",,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
17,"0,0469987","0,051","0,0565","0,0436762","0,051","0,0478548","0,0281837","0,0491843","0,0392321","0,0565",,,,,,,,,,,,,,,,,,,,,,,
"17,2","0,0000824538",,"0,0005",,,,,,,"0,0005",,,,,,,,,,,,,,,,,,,,,,,
"17,4","0,000329815",,"0,002",,,,,,,"0,002",,,,,,,,,,,,,,,,,,,,,,,
18,"0,0281168","0,0225","0,0565","0,0225148","0,0225","0,0214521","0,0271399","0,0242322","0,0179466","0,0565",,,,,,,,,,,,,,,,,,,,,,,
"18,4","0,000247361",,"0,0015",,,,,,,"0,0015",,,,,,,,,,,,,,,,,,,,,,,
19,"0,0156662","0,008","0,0405","0,0114419","0,008","0,00990099","0,0177453","0,0105566","0,0108514","0,0405",,,,,,,,,,,,,,,,,,,,,,,
"19,4","0,000247361","0,0015",,,"0,0015",,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,"0,0105541","0,008","0,0245","0,00775098","0,008","0,00990099","0,0104384","0,00743762","0,0066778","0,0245",,,,,,,,,,,,,,,,,,,,,,,
21,"0,00667876","0,0075","0,024","0,00221457","0,0075","0,00165017",,"0,00287908","0,00208681","0,024",,,,,,,,,,,,,,,,,,,,,,,
22,"0,00329815","0,0005","0,0145","0,00123031","0,0005",,"0,00208768","0,00071977","0,00208681","0,0145",,,,,,,,,,,,,,,,,,,,,,,
23,"0,00197889","0,0005","0,0105","0,000246063","0,0005",,,"0,000479846",,"0,0105",,,,,,,,,,,,,,,,,,,,,,,
24,"0,000494723",,"0,003",,,,,,,"0,003",,,,,,,,,,,,,,,,,,,,,,,
25,"0,000659631","0,0005","0,0035",,"0,0005",,,,,"0,0035",,,,,,,,,,,,,,,,,,,,,,,
26,"0,000164908",,"0,001",,,,,,,"0,001",,,,,,,,,,,,,,,,,,,,,,,
SE33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CZECH REPUBLIC,DENMARK,GERMANY,GREECE,HUNGARY,ITALY,KENYA,NETHERLANDS,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWITZERLAND,THAILAND,,,,,,,,,,,
,12823,1243,3523,8057,222,206,171,200,200,785,208,223,929,510,2084,523,245,700,733,284,1600,3000,,,,,,,,,,,
1,"0,0000779849","0,000804505",,,,,,,,,,,,"0,00196078",,,,,,,,,,,,,,,,,,,
"4,2","0,0000779849","0,000804505",,,,,,,,,,,,"0,00196078",,,,,,,,,,,,,,,,,,,
"5,2","0,0000779849","0,000804505",,,,,,,,,,,,"0,00196078",,,,,,,,,,,,,,,,,,,
"6,2","0,0000389924","0,000402253",,,,,,,,,,,,,,,,,"0,000682128",,,,,,,,,,,,,,
"6,3","0,000311939",,"0,000709622","0,000186174","0,00225225",,,,,,,,,,,"0,00478011",,"0,000714286",,,"0,0003125",,,,,,,,,,,,
"7,2","0,00015597","0,00160901",,,,,,,,,,,,"0,000980392",,,,,"0,00204638",,,,,,,,,,,,,,
"7,3","0,000233955",,"0,000709622","0,0000620578",,,,,,,,,,,,"0,00478011",,,,"0,00176056",,,,,,,,,,,,,
8,"0,00015597","0,000804505",,"0,000124116",,,,,,,"0,00240385",,"0,000538213",,,,,,"0,00136426",,,,,,,,,,,,,,
9,"0,000311939",,"0,000567698","0,000248231",,,,,,"0,000636943",,,"0,00107643",,,"0,00382409",,,,,"0,0003125",,,,,,,,,,,,
"9,2","0,0000779849","0,000402253",,"0,0000620578",,,,,,,,,,,,,,"0,000714286","0,000682128",,,,,,,,,,,,,,
10,"0,000311939","0,00201126","0,000141924","0,000124116",,,,,,,,,,"0,00196078",,"0,000956023",,,"0,00204638",,"0,000625",,,,,,,,,,,,
"10,2","0,00015597","0,00120676",,"0,0000620578",,,,,,,,,,"0,00196078","0,000239923",,,,"0,000682128",,,,,,,,,,,,,,
11,"0,000662871","0,00160901","0,000425773","0,000620578",,,,,,"0,000636943",,"0,00224215","0,00107643","0,00294118","0,000479846","0,000956023",,"0,00142857","0,000682128","0,00352113",,"0,000333333",,,,,,,,,,,
"11,2","0,000896826","0,00643604","0,000283849","0,000310289",,"0,00242718",,,,"0,000636943",,,,"0,00980392","0,000479846","0,00191205",,,"0,00409277","0,00176056",,,,,,,,,,,,,
12,"0,00401622","0,00402253","0,00312234","0,00440611","0,00675676","0,0121359",,"0,0025","0,0075","0,00636943",,"0,00224215","0,00430571","0,00490196","0,00455854","0,00573614","0,00204082","0,00214286","0,00341064","0,00704225","0,0040625","0,00266667",,,,,,,,,,,
"12,1","0,0000389924",,,"0,0000620578",,,,,,,,,,,,,,,,"0,00176056",,,,,,,,,,,,,
"12,2","0,000818841","0,00482703","0,000567698","0,000310289",,,,,,"0,000636943",,,,"0,00784314","0,000239923",,,"0,000714286","0,00272851",,"0,000625","0,000666667",,,,,,,,,,,
13,"0,0082664","0,0112631","0,0058189","0,00887427","0,0112613","0,00485437",,"0,0025","0,0075","0,0101911","0,00961538","0,00672646","0,0123789","0,0147059","0,00767754","0,0152964","0,00612245","0,00857143","0,00886767","0,00352113","0,0115625","0,00416667",,,,,,,,,,,
"13,2","0,00191063","0,00603379","0,000283849","0,00198585","0,00225225",,,,"0,0025","0,00191083","0,00240385","0,0044843","0,00161464","0,0107843","0,00167946","0,000956023","0,00204082","0,000714286","0,00272851","0,00352113","0,003125","0,000166667",,,,,,,,,,,
"13,3","0,00015597",,"0,000141924","0,000186174",,,,,,,,,,,"0,000479846","0,000956023",,,,,"0,0003125",,,,,,,,,,,,
14,"0,0240583","0,0289622","0,0107863","0,0291051","0,0202703","0,0364078","0,0350877","0,0325","0,0225","0,033758","0,0168269","0,0493274","0,0344456","0,0284314","0,0268714","0,0516252","0,0142857","0,0271429","0,0293315","0,0387324","0,026875","0,00366667",,,,,,,,,,,
"14,2","0,00191063","0,00643604","0,000425773","0,00186174","0,00225225","0,00242718",,"0,0025","0,005",,"0,00240385","0,0044843","0,00161464","0,00882353","0,00143954",,,"0,00357143","0,0047749","0,00352113","0,001875","0,0005",,,,,,,,,,,
"14,3","0,00015597",,"0,000141924","0,000186174",,,,,,,,,"0,00107643",,"0,000239923",,,,,,,"0,000166667",,,,,,,,,,,
15,"0,0329486","0,041432","0,0139086","0,0399652","0,0382883","0,0485437","0,0526316","0,055","0,0575","0,0369427","0,0240385","0,044843","0,0430571","0,0480392","0,0352687","0,0296367","0,0489796","0,0392857","0,0368349","0,0492958","0,038125","0,0111667",,,,,,,,,,,
"15,2","0,00109179","0,00362027","0,000709622","0,00086881",,,,"0,0025",,"0,000636943",,"0,00224215","0,000538213","0,00392157","0,000479846",,,"0,00357143","0,00341064","0,00176056","0,000625","0,000833333",,,,,,,,,,,
"15,3","0,000701864",,"0,000567698","0,00086881",,"0,00242718",,,,"0,00127389",,,"0,00107643",,"0,00119962",,,"0,00142857",,,"0,000625","0,000666667",,,,,,,,,,,
16,"0,0456991","0,0675784","0,0327846","0,0479707","0,027027","0,038835","0,0321637","0,045","0,0275","0,0458599","0,0889423","0,058296","0,0597417","0,0745098","0,043666","0,0583174","0,0428571","0,0492857","0,0627558","0,0528169","0,0490625","0,0283333",,,,,,,,,,,
"16,1","0,00015597",,"0,000141924","0,000186174",,,"0,00292398",,,,,,,,,,,,,,"0,000625","0,000166667",,,,,,,,,,,
"16,2","0,000584887","0,00160901","0,000283849","0,000558521",,,,,,,,,"0,00107643",,"0,000239923",,"0,00204082","0,00142857","0,00272851","0,00176056","0,000625","0,000333333",,,,,,,,,,,
"16,3","0,00109179","0,000402253","0,000141924","0,0016135","0,00900901","0,00485437","0,00292398","0,0025",,"0,000636943","0,00240385","0,0044843","0,00161464",,"0,000959693",,,"0,000714286","0,000682128","0,00352113","0,00125","0,000166667",,,,,,,,,,,
17,"0,0693286","0,084473","0,0655691","0,068636","0,0698198","0,0631068","0,0789474","0,0725","0,045","0,0726115","0,0673077","0,0717489","0,0764263","0,101961","0,0635797","0,0745698","0,0795918","0,0728571","0,0723056","0,102113","0,0609375","0,064",,,,,,,,,,,
"17,1","0,0000389924",,,"0,0000620578",,,,,,,,,,,,,,"0,000714286",,,,,,,,,,,,,,,
"17,2","0,000545894","0,00120676","0,000567698","0,000434405","0,00225225",,"0,00292398",,,,,,"0,000538213","0,00196078","0,000239923",,,"0,000714286","0,000682128","0,00176056","0,0003125","0,000666667",,,,,,,,,,,
"17,3","0,000818841","0,00120676",,"0,00111704","0,00225225",,,,"0,005","0,00127389","0,00240385",,"0,00161464",,"0,000959693",,,"0,00142857","0,00204638","0,00176056","0,000625",,,,,,,,,,,,
18,"0,0790377","0,119871","0,0739427","0,0749659","0,0563063","0,0728155","0,0730994","0,0775","0,0775","0,0598726","0,0841346","0,0762332","0,0818084","0,143137","0,0671785","0,107075","0,0693878","0,0785714","0,103683","0,0739437","0,0890625","0,0681667",,,,,,,,,,,
"18,1","0,0000389924",,,"0,0000620578",,,,,,,"0,00240385",,,,,,,,,,,,,,,,,,,,,,
"18,2","0,000818841","0,00160901","0,000851547","0,000682636","0,00675676",,,,,,,,,"0,000980392","0,00071977",,,,"0,00204638",,"0,0015625","0,001",,,,,,,,,,,
"18,3","0,000779849","0,000804505",,"0,00111704","0,00225225",,,,"0,0075","0,00127389",,"0,00224215","0,00161464",,"0,000959693",,,"0,00142857","0,00136426",,"0,000625",,,,,,,,,,,,
19,"0,0745925","0,105792","0,0750781","0,0695668","0,0675676","0,0582524","0,0847953","0,0775","0,0775","0,0713376","0,0721154","0,0874439","0,0710441","0,12451","0,06262","0,0640535","0,0938776","0,0664286","0,0927694","0,0510563","0,073125","0,077",,,,,,,,,,,
"19,1","0,0000779849",,"0,000141924","0,0000620578",,,,,,,,,,,"0,000239923",,,,,,,"0,000166667",,,,,,,,,,,
"19,2","0,00253451","0,000804505","0,00127732","0,00335112","0,0045045","0,00485437","0,00877193","0,0025",,"0,0044586","0,00240385","0,0044843","0,00161464",,"0,00527831",,"0,00408163","0,00142857","0,00136426",,"0,0021875","0,0015",,,,,,,,,,,
"19,3","0,0000779849",,,"0,000124116",,,,,"0,0025",,,,"0,000538213",,,,,,,,,,,,,,,,,,,,
20,"0,0537706","0,0720032","0,0591825","0,0485913","0,0405405","0,0533981","0,0438596","0,0725","0,0375","0,0458599","0,0576923","0,044843","0,0516685","0,0627451","0,0487044","0,0439771","0,0693878","0,0428571","0,0784447","0,0475352","0,04625","0,0618333",,,,,,,,,,,
"20,1","0,0000779849","0,000402253","0,000141924",,,,,,,,,,,,,,,,"0,000682128",,,"0,000166667",,,,,,,,,,,
"20,2","0,00830539","0,00482703","0,00482543","0,0103637","0,00900901","0,0218447","0,00877193","0,0025","0,0125","0,0089172","0,00480769","0,0044843","0,00645856","0,00392157","0,015595","0,00669216","0,00612245","0,00857143","0,00545703","0,00880282","0,009375","0,0045",,,,,,,,,,,
"20,3","0,0000389924",,,"0,0000620578",,,,,,,,,,,"0,000239923",,,,,,,,,,,,,,,,,,
21,"0,0326367","0,0418343","0,0354811","0,0299739","0,027027","0,0485437","0,0263158","0,02","0,02","0,033121","0,0264423","0,0336323","0,0296017","0,0509804","0,0321497","0,0181644","0,022449","0,0307143","0,0354707","0,040493","0,025625","0,0385",,,,,,,,,,,
"21,1","0,000272947","0,000804505","0,000709622",,,,,,,,,,,,,,,,"0,00136426",,,"0,000833333",,,,,,,,,,,
"21,2","0,0176246","0,0104586","0,0242691","0,0158247","0,0135135","0,0145631","0,00584795","0,01","0,0175","0,0210191","0,0120192","0,00672646","0,0161464","0,00882353","0,0177543","0,0755258","0,0142857","0,0135714","0,0115962","0,0158451","0,015625","0,0153333",,,,,,,,,,,
"21,3","0,000116977","0,000804505",,"0,0000620578",,,,,,"0,000636943",,,,,,,,,"0,00136426",,,,,,,,,,,,,,
22,"0,00955315","0,0084473","0,0110701","0,00906044","0,0112613","0,0169903","0,00292398","0,015","0,005","0,00700637","0,00961538","0,00224215","0,0123789","0,0107843","0,00863724","0,00191205","0,00612245","0,01","0,00682128","0,0123239","0,008125","0,0126667",,,,,,,,,,,
"22,1","0,0000389924",,"0,000141924",,,,,,,,,,,,,,,,,,,"0,000166667",,,,,,,,,,,
"22,2","0,0247992","0,0104586","0,0227079","0,027926","0,018018","0,0242718","0,0233918","0,0375","0,035","0,0394904","0,0360577","0,0201794","0,0220667","0,00392157","0,0285509","0,0181644","0,0204082","0,0271429","0,0150068","0,0316901","0,0259375","0,0235",,,,,,,,,,,
23,"0,0025735","0,00241352","0,00212887","0,0027926",,,,,,"0,00636943",,,"0,00376749","0,00294118","0,00263916",,"0,00204082","0,00285714","0,00204638","0,00176056","0,0034375","0,0025",,,,,,,,,,,
"23,1","0,0000389924","0,000402253",,,,,,,,,,,,,,,,,"0,000682128",,,,,,,,,,,,,,
"23,2","0,0334555","0,0136766","0,0367584","0,0350627","0,0405405","0,0364078","0,0204678","0,0425","0,04","0,0363057","0,0504808","0,0358744","0,0365985","0,00588235","0,0271113","0,0200765","0,0408163","0,0457143","0,0190996","0,0264085","0,036875","0,0396667",,,,,,,,,,,
24,"0,000662871","0,000402253","0,000851547","0,000620578",,,,,,"0,000636943",,,"0,00161464","0,000980392","0,00071977","0,000956023","0,00204082",,,,"0,000625","0,000833333",,,,,,,,,,,
"24,2","0,0348592","0,0233307","0,0464093","0,0315874","0,0427928","0,0364078","0,0263158","0,0425","0,04","0,0235669","0,0240385","0,0224215","0,0365985","0,0215686","0,0321497","0,0277247","0,0428571","0,0407143","0,0245566","0,040493","0,0228125","0,0496667",,,,,,,,,,,
"24,3","0,0000389924",,"0,000141924",,,,,,,,,,,,,,,,,,,"0,000166667",,,,,,,,,,,
25,"0,000350932",,"0,000425773","0,000372347","0,00225225",,,"0,0025",,,"0,00240385",,"0,00161464",,,,,,,,,"0,0005",,,,,,,,,,,
"25,2","0,0396943","0,0353982","0,0475447","0,0369244","0,0472973","0,0339806","0,0350877","0,03","0,045","0,0369427","0,0432692","0,044843","0,0269107","0,0333333","0,0367083","0,0267686","0,0285714","0,0435714","0,0368349","0,0264085","0,0403125","0,0511667",,,,,,,,,,,
26,"0,000233955",,"0,000283849","0,000248231","0,00225225",,,,,"0,00127389","0,00240385",,,,,,,,,,,"0,000333333",,,,,,,,,,,
"26,1","0,0000389924",,"0,000141924",,,,,,,,,,,,,,,,,,,"0,000166667",,,,,,,,,,,
"26,2","0,0577088","0,0567176","0,0668464","0,0538662","0,0472973","0,0461165","0,0526316","0,0475","0,07","0,0611465","0,0480769","0,0515695","0,0387513","0,0558824","0,0635797","0,0497132","0,0571429","0,0578571","0,0572988","0,0352113","0,049375","0,0698333",,,,,,,,,,,
"26,3","0,0000389924",,"0,000141924",,,,,,,,,,,,,,,,,,,"0,000166667",,,,,,,,,,,
27,"0,000194962","0,000402253",,"0,000248231",,,,,,,,,"0,000538213","0,000980392","0,000479846",,,"0,000714286",,,,,,,,,,,,,,,
"27,1","0,0000389924",,,"0,0000620578",,,,,,,,,"0,000538213",,,,,,,,,,,,,,,,,,,,
"27,2","0,0737347","0,0583266","0,0766392","0,0748418","0,0878378","0,0776699","0,0877193","0,05","0,0975","0,0770701","0,0384615","0,0829596","0,0586652","0,0490196","0,0851727","0,0497132","0,0489796","0,065","0,0648022","0,056338","0,0815625","0,0813333",,,,,,,,,,,
"27,3","0,00015597",,"0,000141924","0,000186174",,,,,,,"0,00240385",,,,"0,000239923",,,,,,"0,0003125","0,000166667",,,,,,,,,,,
28,"0,000428917","0,00120676","0,000567698","0,000248231","0,00225225",,,,"0,0025",,,,,"0,00294118",,,"0,00204082",,,,"0,0003125","0,000666667",,,,,,,,,,,
"28,2","0,0763862","0,0474658","0,0826001","0,0781308","0,0788288","0,0849515","0,128655","0,08","0,08","0,0834395","0,0841346","0,0605381","0,0662002","0,0333333","0,0832534","0,042065","0,0857143","0,0764286","0,0572988","0,0651408","0,0725","0,0896667",,,,,,,,,,,
"28,3","0,0000389924",,,"0,0000620578",,,,,,,,,,,,,,,,,"0,0003125",,,,,,,,,,,,
29,"0,000272947",,"0,000141924","0,000372347",,,,,"0,0025","0,000636943",,,,,,,"0,00612245","0,000714286",,,,"0,000166667",,,,,,,,,,,
"29,2","0,0643765","0,043041","0,0669884","0,066526","0,0585586","0,0752427","0,0497076","0,0475","0,055","0,0617834","0,0697115","0,0627803","0,0667384","0,0303922","0,0722169","0,0363289","0,0591837","0,0564286","0,0518417","0,0809859","0,07","0,0723333",,,,,,,,,,,
"29,3","0,0000779849",,,"0,000124116",,,,,,,,,,,,,"0,00204082",,,,"0,0003125",,,,,,,,,,,,
30,"0,000272947","0,000804505","0,000425773","0,000124116",,,,,,,"0,00240385",,"0,000538213",,,,,,"0,00136426",,,"0,0005",,,,,,,,,,,
"30,1","0,0000389924",,,"0,0000620578",,,,,,,,,,,,,,,,,"0,0003125",,,,,,,,,,,,
"30,2","0,0505342","0,0249397","0,0530798","0,0533697","0,0630631","0,038835","0,0614035","0,0425","0,0425","0,0528662","0,0625","0,0515695","0,0532831","0,00588235","0,0566219","0,043021","0,0510204","0,0457143","0,0381992","0,0422535","0,0565625","0,0548333",,,,,,,,,,,
31,"0,000272947",,"0,000283849","0,000310289","0,00225225",,,,"0,005",,,,,,"0,000239923","0,000956023",,,,,"0,0003125","0,000166667",,,,,,,,,,,
"31,2","0,0286204","0,0152856","0,0330684","0,0287328","0,0292793","0,026699","0,0233918","0,0425","0,03","0,0267516","0,03125","0,0156951","0,0258342","0,00588235","0,0266315","0,0487572","0,0326531","0,0357143","0,0218281","0,028169","0,0309375","0,0303333",,,,,,,,,,,
32,"0,000818841","0,00120676","0,000141924","0,00105498","0,00225225",,,,"0,0025","0,000636943",,,"0,00107643",,"0,00191939",,,,"0,00204638",,"0,00125","0,000166667",,,,,,,,,,,
"32,2","0,0139983","0,00724055","0,0198694","0,0124736","0,0135135","0,00485437","0,00584795","0,02","0,0075","0,011465","0,00240385","0,0201794","0,0172228","0,00588235","0,0110365","0,0382409","0,0102041","0,0121429","0,00818554","0,0140845","0,01375","0,0166667",,,,,,,,,,,
"32,3","0,0000779849",,"0,000283849",,,,,,,,,,,,,,,,,,,"0,000333333",,,,,,,,,,,
33,"0,00401622","0,00120676","0,000709622","0,00589549","0,0112613",,"0,00292398","0,01","0,0025","0,00254777","0,00240385","0,00672646","0,00592034","0,000980392","0,00959693","0,00478011","0,00816327","0,00214286","0,00136426","0,00704225","0,004375",,,,,,,,,,,,
"33,2","0,00561491","0,00402253","0,0080897","0,00477845","0,0045045","0,00485437","0,00584795","0,005","0,005","0,00318471","0,00480769","0,00224215","0,00538213","0,00294118","0,00455854","0,00669216","0,00816327","0,00428571","0,0047749","0,00880282","0,0046875","0,00833333",,,,,,,,,,,
34,"0,00230055","0,00160901","0,000709622","0,00310289","0,00675676",,"0,00292398",,,"0,00191083",,"0,00224215","0,00484392","0,00196078","0,00239923","0,00478011","0,00204082","0,00357143","0,00136426","0,00176056","0,005",,,,,,,,,,,,
"34,2","0,00241753","0,000804505","0,00425773","0,00186174","0,0045045","0,00242718",,"0,005",,"0,00191083",,"0,00672646","0,00161464",,"0,00071977","0,00478011","0,00408163","0,00571429","0,00136426","0,00352113","0,0003125","0,00416667",,,,,,,,,,,
35,"0,00109179","0,000402253","0,000283849","0,00155145","0,00225225",,"0,00292398",,,"0,00127389","0,00240385",,"0,00322928",,"0,00119962","0,00191205","0,00204082","0,000714286","0,000682128",,"0,0021875",,,,,,,,,,,,
"35,2","0,000428917",,"0,000993471","0,000248231",,,,,,,,,,,"0,000479846","0,000956023",,"0,000714286",,,"0,0003125","0,001",,,,,,,,,,,
36,"0,000506902",,,"0,000806752",,,"0,00877193",,,"0,00127389",,,"0,00161464",,"0,000479846",,,,,,"0,0009375",,,,,,,,,,,,
"36,2","0,000116977",,"0,000283849","0,0000620578",,,,,,,,,,,,"0,000956023",,"0,000714286",,,,"0,000166667",,,,,,,,,,,
37,"0,000311939","0,000804505","0,000141924","0,000310289",,,,,,,,,"0,00107643",,"0,000239923","0,000956023",,"0,000714286","0,00136426",,"0,0003125",,,,,,,,,,,,
38,"0,0000779849",,,"0,000124116",,,,,,,,,"0,00107643",,,,,,,,,,,,,,,,,,,,
TH01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allele,Entire Database,Africa,America,Asia,Europe,AUSTRIA,BELGIUM,BOSNIA AND HERZEGOWINA,CROATIA,CZECH REPUBLIC,DENMARK,DOMINICAN REPUBLIC,FINLAND,FRANCE,GERMANY,GREECE,HUNGARY,IRELAND,ITALY,KENYA,MONTENEGRO,NETHERLANDS,NORWAY,POLAND,SAUDI ARABIA,SLOVAKIA,SLOVENIA,SOUTH AFRICA,SPAIN,SWEDEN,SWITZERLAND,THAILAND,VIETNAM
,17478,1243,1000,4523,10712,222,206,171,500,200,200,1000,230,208,785,208,224,304,929,510,200,2084,202,206,523,247,907,733,454,425,1600,3000,1000
4,"0,0000286074",,,"0,000110546",,,,,,,,,,,,,,,,,,,,,"0,000956023",,,,,,,,
5,"0,00145898","0,00120676","0,0005","0,000331638","0,00205377","0,00225225","0,00242718",,"0,001",,,"0,0005",,,"0,00127389",,"0,00223214",,,,,"0,0071977","0,00247525",,,,"0,000551268","0,00204638",,"0,00117647","0,0015625","0,000333333","0,0005"
6,"0,20131","0,17498","0,179","0,13774","0,23329","0,209459","0,213592","0,277778","0,271","0,2375","0,2375","0,179","0,195652","0,240385","0,235032","0,269231","0,220982","0,231908","0,265339","0,180392","0,335","0,209693","0,220297","0,206311","0,339388","0,230769","0,245314","0,171214","0,253304","0,195294","0,225","0,106","0,1275"
7,"0,215213","0,300885","0,301","0,288304","0,166402","0,126126","0,186893","0,131579","0,12","0,16","0,1525","0,301","0,215217","0,158654","0,159873","0,120192","0,160714","0,202303","0,167384","0,391176","0,1075","0,180902","0,232673","0,152913","0,161568","0,143725","0,134509","0,238063","0,171806","0,190588","0,182188","0,296","0,3315"
"7,3","0,0000286074",,,,"0,0000466766",,,,,,,,,,,,,,,,,,,,,,,,,,"0,0003125",,
8,"0,114229","0,218423","0,1945","0,0745081","0,111417","0,114865","0,121359","0,131579","0,121","0,1","0,1125","0,1945","0,115217","0,120192","0,115287","0,134615","0,113839","0,0921053","0,129709","0,22549","0,145","0,111084","0,0866337","0,0849515","0,109943","0,123482","0,098677","0,213506","0,105727","0,0917647","0,106875","0,0728333","0,061"
"8,3","0,000343289","0,000402253","0,0005",,"0,000466766","0,00225225",,"0,00292398",,,,"0,0005",,,"0,000636943",,,,"0,000538213",,,"0,000239923",,,,"0,00202429",,"0,000682128",,,"0,00125",,
